"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Slc2a12",23.5947213617103,1.49399582390965,0.557916662195418,0.000339832499655549,0.0192908357929238
"Vnn1",7.14623500855524,-0.175122570300098,0.349809093084918,0.000324148922690748,0.0188970061147012
"Arhgap18",23.1500826752094,-1.28317816289397,0.551008208652971,0.000867852962369497,0.0375643914347359
"Psap",5255.18561366011,2.01444991483515,0.965435991488367,0.00124941403581729,0.0481247513438909
"Slc16a9",4.92449493875782,-4.47518945036552,2.43733551156468,0.0003398478257446,0.0192908357929238
"Bcr",80.6918906289465,-1.83481513593387,0.431779873205601,9.07198487553734e-07,0.000286364946973669
"Col6a1",17.0082038664423,2.12120966493618,0.532956684903783,3.32418803216157e-06,0.000774603236906109
"Fstl3",78.2622113907724,-1.7850002655633,0.556492910326712,4.77204273122291e-05,0.00527861342115273
"Reep6",6.77292902738417,-5.12968194542807,2.42866666767586,6.55575262804296e-05,0.00673369448508984
"1500009L16Rik",53.6858095787564,-3.76918447558984,0.638440754393213,2.62156810316588e-10,3.08439403556117e-07
"Tac2",276.111723791305,2.52741481641873,0.593325437345026,1.12370692717736e-06,0.000338209652361148
"Tdrp",9.83301804252972,-6.13033271364623,2.51973683118761,4.38172491457764e-06,0.0009777290318011
"Adgra2",29.5714113026968,1.08174677670776,0.439235707849198,0.000692174782822372,0.0323398051959824
"Triml1",3.78240356110573,-0.214635894270677,0.404427783902166,0.00101098977396695,0.0419366335085904
"Zfp42",24.740366789164,-1.91822416999713,0.953384142348295,0.00113091736865436,0.0450348694926915
"Pdlim3",19.2785013086007,3.57008393853233,1.01046526865782,1.79953316996363e-05,0.0026465407142806
"AV026068",248.871763981788,1.39999480576499,0.340026919779705,2.31475868875587e-06,0.000611379733670989
"Isy01",134.642380872174,1.84903774194864,0.366918973326367,2.77379060976542e-08,1.88938937218864e-05
"Ifi30",94.8001530690212,0.934375951984834,0.355975469601355,0.000539056620673648,0.0270405844370479
"Gab1",28.7352325985343,-1.93347638291281,0.610210630994595,6.71161224089612e-05,0.00683950280485651
"Adcy7",31.8567993135316,-1.74475554255616,0.620071219329578,0.000188263347923214,0.0135361347156791
"Hsd11b2",14.1144914757033,-1.81854860678273,0.819306604069442,0.00104040081913783,0.0426103398774741
"Esrp2",13.5467827894766,-2.64620212859549,0.808170578823695,9.41333384447904e-05,0.00857939201515829
"Ldhd",28.3790780045044,1.29345811805576,0.445293411373945,0.000196011763215013,0.0137123472406956
"Crispld2",62.778329787078,-1.37410336119268,0.489354343446037,0.000197726721341664,0.0137579528365797
"Dpep1",158.419313777,2.19823079658443,0.749977846059284,0.000147649218416412,0.0113069596730486
"Fam89a",22.3338076411401,-1.7102566440283,0.651963878480872,0.000359919139624107,0.0201762253089007
"Vstm4",32.8988229326892,-1.94101284707378,0.549818069625506,1.88413094086152e-05,0.00273982276816065
"Rabggta",27.1707666063574,-1.36877165922041,0.534484628864693,0.000470511958252873,0.0245538942085027
"Ebpl",92.8827255312804,1.25388428960655,0.333528087177059,1.05223097633239e-05,0.00183423985900302
"Synb",10.1246495245556,-5.74079911989347,2.57119189598419,3.35503092316597e-05,0.00421561264151593
"Cldn10",69.1527309586585,2.8588609955621,1.08999470920734,0.000328187051422673,0.018961592944251
"Col5a3",16.1086727248874,2.8335954667925,0.794072323416455,1.72781802279303e-05,0.0026307553942338
"Cdon",12.9750198577651,1.55375798083684,0.638427129560899,0.000599683317773951,0.0292871754665301
"Cep164",34.7243251718602,-1.33790333320727,0.463463014766474,0.000190266911618478,0.0135684180318635
"Ulk3",11.4340865285244,2.19017648822232,0.9414456412688,0.000721574257794044,0.0332335019372616
"Lman1l",7.94148323447491,4.62591729362504,1.58892265164459,0.000202679895791771,0.0139415034267316
"Gramd2",10.0117609033262,-3.30833676096954,1.08870026917775,0.000450863555824636,0.0237541158319134
"Atp1b3",204.768230759402,0.73753803031627,0.254264807466385,0.000335271665120848,0.0191994950884691
"Rbp1",88.1408687111376,-2.09598813010073,0.432565942746024,5.49810345336682e-08,2.97743771450075e-05
"Pik3cb",24.8530264212417,-2.02338043740355,0.543194645555316,1.12252031378878e-05,0.00188670881831875
"Tmem108",25.226920825063,-1.93602022732867,0.589375431597443,4.94439325500725e-05,0.00542290995816134
"Spink8",6.37794460766901,4.41102485344451,1.40046370166606,0.000111386117095795,0.00931852265189471
"Ccrl2",11.9171437567984,-2.33163334725411,0.888116950637218,0.000546073823541712,0.0272868240319569
"Trim71",16.7481143972175,-3.4216065258957,0.861671013980716,9.49474757915731e-06,0.00173071863618949
"Uqcr10",245.562398754809,1.12293801234919,0.327212443728084,3.73761610342624e-05,0.00443781904683875
"Upp1",105.730041215083,-1.49486162448574,0.368304640837958,2.28382080332289e-06,0.000611379733670989
"Egfr",50.3954321039021,1.51515543937285,0.719418963766874,0.0013017472014511,0.0496967913899119
"Efemp1",31.3300065913033,1.95569573498372,0.478126019698473,2.44555329536047e-06,0.000620595112716768
"Hba-x",566.47270582669,-5.71107153996445,0.634830866261607,6.92814086037884e-21,4.48319995075115e-17
